"Name","Vendor","comName"
"20HCS0K100","LENOVO","GJLT-0394.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0704.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0908.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0151.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0151.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-NG4mnhSe53.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0492.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0492.aus.gjames.com.au"
"30BGS2WJ00","LENOVO","GJWS-1099.aus.gjames.com.au"
"30BGS2WJ00","LENOVO","GJWS-1099.aus.gjames.com.au"
"20LSS0DD00","LENOVO","GJLT-1539.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1660.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1016.aus.gjames.com.au"
"System Product Name","System manufacturer","GJWS-4014.aus.gjames.com.au"
"System Product Name","System manufacturer","GJWS-4014.aus.gjames.com.au"
"20LSS0DD00","LENOVO","GJLT-1516.aus.gjames.com.au"
"20LSS0DD00","LENOVO","GJLT-1516.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0129.aus.gjames.com.au"
"30BGS19800","LENOVO","GJWS-1088.aus.gjames.com.au"
"30BGS2WJ00","LENOVO","GJWS-1097.aus.gjames.com.au"
"30BGS2WJ00","LENOVO","GJWS-1097.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0604.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0604.aus.gjames.com.au"
"20J5S24500","LENOVO","GJPC-0170.aus.gjames.com.au"
"20J5S24500","LENOVO","GJPC-0170.aus.gjames.com.au"
"HP EliteDesk 800 G8 Desktop Mini PC","HP","GJPC-0131.aus.gjames.com.au"
"HP EliteDesk 800 G8 Desktop Mini PC","HP","GJPC-0131.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0404.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0404.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1694.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1694.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0447.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0447.aus.gjames.com.au"
"HP EliteDesk 800 G8 Desktop Mini PC","HP","GJPC-0474.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0992.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0992.aus.gjames.com.au"
"HP EliteBook x360 1040 G8 Notebook PC","HP","GJLT-1610.aus.gjames.com.au"
"HP EliteBook x360 1040 G8 Notebook PC","HP","GJLT-1610.aus.gjames.com.au"
"30BGS19800","LENOVO","GJWS-4025.aus.gjames.com.au"
"30BGS19800","LENOVO","GJWS-4025.aus.gjames.com.au"
"30BGS19800","LENOVO","GJWS-4025.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1660.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0150.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0150.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0709.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0398.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0398.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1027.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1027.aus.gjames.com.au"
"HP ZBook Firefly 16 inch G9 Mobile Workstation PC","HP","GJPC-0357.aus.gjames.com.au"
"30BGS19800","LENOVO","GJWS-0589.aus.gjames.com.au"
"HP EliteDesk 800 G8 Desktop Mini PC","HP","GJWS-1682.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0822.aus.gjames.com.au"
"10ST000CAU","LENOVO","GJWS-1522.aus.gjames.com.au"
"10ST000CAU","LENOVO","GJWS-1522.aus.gjames.com.au"
"HP Z240 SFF Workstation","HP","GJWS-0620.aus.gjames.com.au"
"HP Z240 SFF Workstation","HP","GJWS-0620.aus.gjames.com.au"
"HP Z240 SFF Workstation","HP","GJWS-0488.aus.gjames.com.au"
"HP Z240 SFF Workstation","HP","GJWS-0488.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0983.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0983.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0530.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0741.aus.gjames.com.au"
"HP Z440 Workstation","Hewlett-Packard","GJWS-0553.aus.gjames.com.au"
"HP Z440 Workstation","Hewlett-Packard","GJWS-0553.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1685.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1685.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0525.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0498.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0783.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0783.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0545.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1009.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1009.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1655.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1655.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0957.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0397.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0528.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0528.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0928.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0928.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1185.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0828.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1061.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1061.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0565.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0888.aus.gjames.com.au"
"HP ZBook Firefly 16 inch G9 Mobile Workstation PC","HP","GJPC-0357.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1041.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-1400.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0756.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-1102.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-1102.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0705.aus.gjames.com.au"
"30BGS19800","LENOVO","GJWS-1086.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1191.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1036.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1036.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1065.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0845.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0872.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0872.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0806.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0806.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0329.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0329.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0759.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0332.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0332.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0446.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0406.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0406.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0823.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0405.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0405.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0405.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0405.aus.gjames.com.au"
"20LBS03V00","LENOVO","GJLT-1524.aus.gjames.com.au"
"20LBS03V00","LENOVO","GJLT-1524.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0320.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0320.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0320.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0556.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0556.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0712.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0374.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0374.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0950.aus.gjames.com.au"
"30BGS19800","LENOVO","GJWS-1089.aus.gjames.com.au"
"20LSS0DD00","LENOVO","GJLT-1520.aus.gjames.com.au"
"20LSS0DD00","LENOVO","GJLT-1520.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0841.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0890.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0890.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-1172.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-1172.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1163.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0530.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0530.aus.gjames.com.au"
"30BGS4EE00","LENOVO","GJPC-0425.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1011.aus.gjames.com.au"
"20HJS2AV00","LENOVO","GJLT-0637.aus.gjames.com.au"
"20HJS2AV00","LENOVO","GJLT-0637.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1031.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1147.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-0385.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-0941.aus.gjames.com.au"
"20LSS0DD00","LENOVO","GJLT-1539.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1059.aus.gjames.com.au"
"HP EliteBook 840 14 inch G9 Notebook PC","HP","GJPC-0439.aus.gjames.com.au"
"HP EliteBook x360 1040 G8 Notebook PC","HP","GJLT-1648.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJWS-1126.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1116.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1622.aus.gjames.com.au"
"HP EliteBook x360 1040 G8 Notebook PC","HP","GJPC-0096.aus.gjames.com.au"
"HP EliteBook x360 1040 G8 Notebook PC","HP","GJPC-0096.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0529.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0529.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1164.aus.gjames.com.au"
"HP ZBook Fury 15.6 inch G8 Mobile Workstation PC","HP","GJLT-1640.aus.gjames.com.au"
"HP EliteBook 840 G8 Notebook PC","HP","GJLT-1660.aus.gjames.com.au"
"HP Elite x360 830 13 inch G9 2-in-1 Notebook PC","HP","GJPC-0297.aus.gjames.com.au"
"20HCS0K100","LENOVO","GJLT-0529.aus.gjames.com.au"
"20J5S24500","LENOVO","GJLT-1152.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJPC-0198.aus.gjames.com.au"
"10M7S0L900","LENOVO","GJPC-0198.aus.gjames.com.au"
