,,,,,,,,,,,,,,,
Customer account,Name,Creation date,Tax Invoice,Tax invoice date,Customer PO,Purchase order date,Delivery address,Item number,Product name,Quantity,Sales price,Net amount,GST,Gross amount,Serial number
CUS18253,G JAMES AUSTRALIA PTY LTD,8/07/2022,INESA294147,14/07/2022,1507510,8/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",U7861E,"HP 5YR PARTS & LABOUR, NEXT BUSINESS DAY ONSITE FOR NOTEBOOK",1.00,228.63,228.63,22.86,251.49,MS1366500
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293995,12/07/2022,1507729,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3G0D1PA,ELITEBOOK 840 G8 I5-1135G7 8GB DDR4-3200 256GB PCIE-NVME SSD,1.00,"1,488.67","1,488.67",148.87,"1,637.54",5CG21361KM
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293995,12/07/2022,1507729,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA294144,14/07/2022,1507729,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",U7861E,"HP 5YR PARTS & LABOUR, NEXT BUSINESS DAY ONSITE FOR NOTEBOOK",1.00,228.63,228.63,22.86,251.49,MS1366499
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA294086,14/07/2022,1509089,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",DP-HDMI-01-MM,ALOGIC 1m DisplayPort to HDMI Cable - Male to Male,40.00,18.15,726.00,72.60,798.60,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA294086,14/07/2022,1509089,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293997,12/07/2022,1509316,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207K5L
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293997,12/07/2022,1509316,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA294145,14/07/2022,1509316,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",U7876E,HP 5y NextBusDay Onsite NB Only SVC Commercial Notebok with,1.00,279.74,279.74,27.97,307.71,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293998,12/07/2022,1509290,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207K4D
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293998,12/07/2022,1509290,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA294146,14/07/2022,1509290,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",U7876E,HP 5y NextBusDay Onsite NB Only SVC Commercial Notebok with,1.00,279.00,279.00,27.90,306.90,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293993,12/07/2022,1509309,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207L7P
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA293993,12/07/2022,1509309,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/07/2022,INESA294148,14/07/2022,1509309,11/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",U7876E,HP 5y NextBusDay Onsite NB Only SVC Commercial Notebok with,1.00,279.00,279.00,27.90,306.90,
CUS18253,G JAMES AUSTRALIA PTY LTD,12/07/2022,INESA294887,22/07/2022,1509755,21/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,00275351383
CUS18253,G JAMES AUSTRALIA PTY LTD,12/07/2022,INESA294887,22/07/2022,1509755,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,15/07/2022,INESA294320,18/07/2022,1510618,15/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3G0D1PA,ELITEBOOK 840 G8 I5-1135G7 8GB DDR4-3200 256GB PCIE-NVME SSD,1.00,"1,494.07","1,494.07",149.41,"1,643.48",5CG2135VXC
CUS18253,G JAMES AUSTRALIA PTY LTD,15/07/2022,INESA295055,26/07/2022,1510618,15/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",U7864E,E-CARE PACK 5 YR TRAVEL PACK NC-SERIE NW-SERIE (CPU ONLY),1.00,228.63,228.63,22.86,251.49,
CUS18253,G JAMES AUSTRALIA PTY LTD,15/07/2022,INESA295055,26/07/2022,1510618,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA294906,22/07/2022,1512465,21/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3G0D1PA,ELITEBOOK 840 G8 I5-1135G7 8GB DDR4-3200 256GB PCIE-NVME SSD,1.00,"1,494.07","1,494.07",149.41,"1,643.48",5CG2135V7Q
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA294906,22/07/2022,1512465,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA294907,22/07/2022,1510615,21/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3G0D1PA,ELITEBOOK 840 G8 I5-1135G7 8GB DDR4-3200 256GB PCIE-NVME SSD,1.00,"1,494.07","1,494.07",149.41,"1,643.48",5CG213637B
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA294907,22/07/2022,1510615,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA295053,26/07/2022,1510615,21/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",U7861E,"HP 5YR PARTS & LABOUR, NEXT BUSINESS DAY ONSITE FOR NOTEBOOK",1.00,228.63,228.63,22.86,251.49,MS1367065
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA296780,23/08/2022,1512469,21/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",512C7PA,ZBOOK FURY 15 G8 I7-11850H VPRO 32GB DDR4-3200 512GB NVME-SS,3.00,"3,533.98","10,601.94","1,060.19","11,662.13","CND229025Y, CND22902H6, CND229025Z"
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA296780,23/08/2022,1512469,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,21/07/2022,INESA299281,6/10/2022,1512469,21/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",2UK38AA,HP Thunderbolt Dock 230W G2,3.00,310.52,931.56,93.16,"1,024.72","5CG236X35K, 5CG236X2TG, 5CG236X2J8"
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295057,26/07/2022,1514266,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207L75
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295057,26/07/2022,1514266,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA294967,25/07/2022,1514264,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,00275350647
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA294967,25/07/2022,1514264,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA294961,25/07/2022,1514252,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,1.00,233.06,233.06,23.31,256.37,00275349082
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA294961,25/07/2022,1514252,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295051,26/07/2022,1513821,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3G0D1PA,ELITEBOOK 840 G8 I5-1135G7 8GB DDR4-3200 256GB PCIE-NVME SSD,1.00,"1,494.07","1,494.07",149.41,"1,643.48",5CG2135VWY
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295051,26/07/2022,1513821,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",2.00,305.55,611.10,61.11,672.21,"CXSAH4ZT200057, CXSAH4ZT200797"
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295051,26/07/2022,1513821,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295049,26/07/2022,1514257,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3G0D1PA,ELITEBOOK 840 G8 I5-1135G7 8GB DDR4-3200 256GB PCIE-NVME SSD,1.00,"1,494.07","1,494.07",149.41,"1,643.48",5CG2135VX2
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295049,26/07/2022,1514257,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",1.00,305.55,305.55,30.55,336.10,CXSAH4ZT201191
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295049,26/07/2022,1514257,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295050,26/07/2022,1514262,25/07/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6C6A9PA,ELITEDESK 800 G9 DESKTOP MINI I5-12500T VPRO 8GB (DDR5-4800),1.00,"1,143.47","1,143.47",114.35,"1,257.82",8CC2171J4L
CUS18253,G JAMES AUSTRALIA PTY LTD,25/07/2022,INESA295050,26/07/2022,1514262,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295430,2/08/2022,1515785,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207L74
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295430,2/08/2022,1515785,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295431,2/08/2022,1515790,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6C6G0PA,ELITEDESK 800 G9 SMALL FORM FACTOR I5-12500 VPRO 8GB (DDR5-4,1.00,"1,192.02","1,192.02",119.20,"1,311.22",4CE218C20M
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295431,2/08/2022,1515790,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295432,2/08/2022,1516051,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",20.00,305.55,"6,111.00",611.10,"6,722.10","CXSAH4ZT200014, CXSAH4ZT200764, CXSAH4ZT201200, CXSAH4ZT200001, CXSAH4ZT200399, CXSAH4ZT201147, CXSAH4ZT200392, CXSAH4ZT200768, CXSAH4ZT200017, CXSAH4ZT200765, CXSAH4ZT201202, CXSAH4ZT200391, CXSAH4ZT200767, CXSAH4ZT200394, CXSAH4ZT201143, CXSAH4ZT200398, CXSAH4ZT201146, CXSAH4ZT200003, CXSAH4ZT200424, CXSAH4ZT201152"
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295432,2/08/2022,1516051,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295428,2/08/2022,1516048,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6C6A9PA,ELITEDESK 800 G9 DESKTOP MINI I5-12500T VPRO 8GB (DDR5-4800),1.00,"1,143.37","1,143.37",114.34,"1,257.71",8CC21517L7
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295428,2/08/2022,1516048,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295429,2/08/2022,1516058,1/08/2022,8 Featherstone StreetROCKHAMPTON QLD 4700AUS,LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",4.00,305.55,"1,222.20",122.22,"1,344.42","CXSAH4ZT200807, CXSAH4ZT200062, CXSAH4ZT201206, CXSAH4ZT201209"
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295429,2/08/2022,1516058,,8 Featherstone StreetROCKHAMPTON QLD 4700AUS,FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295427,2/08/2022,1516060,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207K4N
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295427,2/08/2022,1516060,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295426,2/08/2022,1516066,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,2.00,"1,715.21","3,430.42",343.04,"3,773.46","5CG2207L7V, 5CG2207LD6"
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295426,2/08/2022,1516066,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295424,2/08/2022,1516291,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207K53
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295424,2/08/2022,1516291,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295425,2/08/2022,1516292,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207K57
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295425,2/08/2022,1516292,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295423,2/08/2022,1516294,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",3.00,305.55,916.65,91.67,"1,008.32","CXSAH4ZT201198, CXSAH4ZT200060, CXSAH4ZT200803"
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295423,2/08/2022,1516294,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295422,2/08/2022,1516460,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6C6G0PA,ELITEDESK 800 G9 SMALL FORM FACTOR I5-12500 VPRO 8GB (DDR5-4,1.00,"1,192.02","1,192.02",119.20,"1,311.22",4CE218C246
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295422,2/08/2022,1516460,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295421,2/08/2022,1516384,1/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",P3Q-00016,MICROSOFT WIRELESS DISPLAY ADAPTER V2,3.00,69.00,207.00,20.70,227.70,"MS1367417, MS1367418, MS1367419"
CUS18253,G JAMES AUSTRALIA PTY LTD,1/08/2022,INESA295421,2/08/2022,1516384,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,2/08/2022,INESA295678,5/08/2022,1518109,20/04/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3F9X4PA,ELITEBOOK X360 1040 G8 I5-1145G7 VPRO 8GB DDR4 256GB PCIE-NV,1.00,"2,249.19","2,249.19",224.92,"2,474.11",CND14512SQ
CUS18253,G JAMES AUSTRALIA PTY LTD,2/08/2022,INESA295678,5/08/2022,1518109,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,2/08/2022,INESA295723,5/08/2022,1518116,2/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207L7N
CUS18253,G JAMES AUSTRALIA PTY LTD,2/08/2022,INESA295723,5/08/2022,1518116,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296122,12/08/2022,1519088,11/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,2.00,"1,715.21","3,430.42",343.04,"3,773.46","5CG2207L7H, 5CG2207K5D"
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296122,12/08/2022,1519088,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296115,12/08/2022,1518125,11/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207L8G
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296115,12/08/2022,1518125,11/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",LF24T450FQEXXY,"SAMSUNG 24"" (16:9) IPS LED, 1920x1080, 4MS, DP, HDMI(2), H/A",2.00,305.55,611.10,61.11,672.21,"CXSAH4ZT200269, CXSAH4ZT200381"
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296115,12/08/2022,1518125,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296041,12/08/2022,1521832,16/05/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",3F9X4PA,ELITEBOOK X360 1040 G8 I5-1145G7 VPRO 8GB DDR4 256GB PCIE-NV,3.00,"2,249.19","6,747.57",674.76,"7,422.33","CND14516VX, CND14512SX, CND14516Y0"
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296041,12/08/2022,1521832,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296243,16/08/2022,1521832,11/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",ELDPDV-01,Alogic ELDPDV-01 Elements 1m DisplayPort to DVI-D Cable - Ma,11.00,12.00,132.00,13.20,145.20,
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296245,16/08/2022,1521832,11/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207LF0
CUS18253,G JAMES AUSTRALIA PTY LTD,11/08/2022,INESA296371,17/08/2022,1521832,16/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",EL2DPDVI-01,ALOGIC DisplayPort to DVI Cable – Elements Series – Male to,19.00,12.00,228.00,22.80,250.80,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296430,19/08/2022,1523154,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,135.00,135.00,13.50,148.50,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296430,19/08/2022,1523154,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",HDMI-05-MM-V4,5M High Speed HDMI® Cable M-M,1.00,12.05,12.05,1.21,13.26,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296430,19/08/2022,1523154,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",HDMI-15-MM-V4,ALOGIC 15m PRO SERIES COMMERCIAL High speed HDMI cable with,2.00,42.75,85.50,8.55,94.05,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296443,19/08/2022,1523154,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",QA55Q80BAWXXY,"SAMSUNG 55"" Q80B QLED 4K Smart TV",3.00,"1,810.00","5,430.00",543.00,"5,973.00","K7C3NHT501218, 0K7C3NHT501258, 0K7C3NHT501253"
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296443,19/08/2022,1523154,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",AD-WM-5060,Atdec's AD-WM-5060 has extreme flexibility allowing lateral,3.00,268.00,804.00,80.40,884.40,"881493019386, 881493019386."
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA297564,6/09/2022,1522409,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6KD04AA,EXECUTIVE 14.1 SLIM TOPLOAD,10.00,86.74,867.40,86.74,954.14,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA297564,6/09/2022,1522409,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296462,19/08/2022,1523497,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6G9G4PA,ELITEBOOK 840 G9 I5-1235U 16GB DDR5 256GB PCIE NVME 14 INCH,1.00,"1,715.21","1,715.21",171.52,"1,886.73",5CG2207LDS
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296462,19/08/2022,1523497,,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",FREIGHT,FREIGHT,1.00,20.00,20.00,2.00,22.00,
CUS18253,G JAMES AUSTRALIA PTY LTD,18/08/2022,INESA296428,19/08/2022,1523508,18/08/2022,"1084 Kingsford Smith Dr,EAGLE FARM QLD 4009",6599-823-399,Jabra EVOLVE 65 INCL. CHARGING STAND MS - BINAURAL,3.00,233.06,699.18,69.92,769.10,"MS1368886, MS1368887, MS1368888"
